| name                         | title                        | level | facing   | categories      | description                                                                                                                                                                                                                                                 | detail                                                                                                                                                                                                                                                                                                                                                                                                                                                   | remediation                                                                                      | metadata                                                       | cache_key                                                                    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.comment_likes\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Anyone can view comment likes",comment_likes_policy}\`                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"comment_likes","type":"table","schema":"public"}      | multiple_permissive_policies_public_comment_likes_authenticator_SELECT       |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.comment_likes\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Anyone can view comment likes",comment_likes_policy}\`                                                                                                                                                                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"comment_likes","type":"table","schema":"public"}      | multiple_permissive_policies_public_comment_likes_dashboard_user_SELECT      |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_rules\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{rules_modify,rules_select}\`                                                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_rules","type":"table","schema":"public"}    | multiple_permissive_policies_public_community_rules_anon_SELECT              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_rules\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{rules_modify,rules_select}\`                                                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_rules","type":"table","schema":"public"}    | multiple_permissive_policies_public_community_rules_authenticated_SELECT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_rules\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{rules_modify,rules_select}\`                                                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_rules","type":"table","schema":"public"}    | multiple_permissive_policies_public_community_rules_authenticator_SELECT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_rules\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{rules_modify,rules_select}\`                                                                                                                                                                                                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_rules","type":"table","schema":"public"}    | multiple_permissive_policies_public_community_rules_dashboard_user_SELECT    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_tags\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{comm_tags_modify,comm_tags_select}\`                                                                                                                                                                                                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_tags","type":"table","schema":"public"}     | multiple_permissive_policies_public_community_tags_anon_SELECT               |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_tags\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{comm_tags_modify,comm_tags_select}\`                                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_tags","type":"table","schema":"public"}     | multiple_permissive_policies_public_community_tags_authenticated_SELECT      |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_tags\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{comm_tags_modify,comm_tags_select}\`                                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_tags","type":"table","schema":"public"}     | multiple_permissive_policies_public_community_tags_authenticator_SELECT      |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.community_tags\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{comm_tags_modify,comm_tags_select}\`                                                                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"community_tags","type":"table","schema":"public"}     | multiple_permissive_policies_public_community_tags_dashboard_user_SELECT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.follows\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Users can decline follow requests","Users can unfollow"}\`                                                                                                                                                                                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"follows","type":"table","schema":"public"}            | multiple_permissive_policies_public_follows_anon_DELETE                      |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.follows\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{"Users can decline follow requests","Users can unfollow"}\`                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"follows","type":"table","schema":"public"}            | multiple_permissive_policies_public_follows_authenticated_DELETE             |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.follows\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Users can decline follow requests","Users can unfollow"}\`                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"follows","type":"table","schema":"public"}            | multiple_permissive_policies_public_follows_authenticator_DELETE             |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.follows\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Users can decline follow requests","Users can unfollow"}\`                                                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"follows","type":"table","schema":"public"}            | multiple_permissive_policies_public_follows_dashboard_user_DELETE            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.post_tags\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Post tags are viewable by everyone",post_tags_policy}\`                                                                                                                                                                                                                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"post_tags","type":"table","schema":"public"}          | multiple_permissive_policies_public_post_tags_anon_SELECT                    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.post_tags\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Post tags are viewable by everyone",post_tags_policy}\`                                                                                                                                                                                                                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"post_tags","type":"table","schema":"public"}          | multiple_permissive_policies_public_post_tags_authenticated_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.post_tags\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Post tags are viewable by everyone",post_tags_policy}\`                                                                                                                                                                                                                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"post_tags","type":"table","schema":"public"}          | multiple_permissive_policies_public_post_tags_authenticator_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.post_tags\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Post tags are viewable by everyone",post_tags_policy}\`                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"post_tags","type":"table","schema":"public"}          | multiple_permissive_policies_public_post_tags_dashboard_user_SELECT          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.reactions\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{manage_reactions,view_reactions}\`                                                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"reactions","type":"table","schema":"public"}          | multiple_permissive_policies_public_reactions_anon_SELECT                    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.reactions\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{manage_reactions,view_reactions}\`                                                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"reactions","type":"table","schema":"public"}          | multiple_permissive_policies_public_reactions_authenticated_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.reactions\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{manage_reactions,view_reactions}\`                                                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"reactions","type":"table","schema":"public"}          | multiple_permissive_policies_public_reactions_authenticator_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.reactions\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{manage_reactions,view_reactions}\`                                                                                                                                                                                                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"reactions","type":"table","schema":"public"}          | multiple_permissive_policies_public_reactions_dashboard_user_SELECT          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.relays\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{manage_relays,view_relays}\`                                                                                                                                                                                                                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"relays","type":"table","schema":"public"}             | multiple_permissive_policies_public_relays_anon_SELECT                       |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.relays\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{manage_relays,view_relays}\`                                                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"relays","type":"table","schema":"public"}             | multiple_permissive_policies_public_relays_authenticated_SELECT              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.relays\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{manage_relays,view_relays}\`                                                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"relays","type":"table","schema":"public"}             | multiple_permissive_policies_public_relays_authenticator_SELECT              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.relays\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{manage_relays,view_relays}\`                                                                                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"relays","type":"table","schema":"public"}             | multiple_permissive_policies_public_relays_dashboard_user_SELECT             |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_admires\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{take_admires_policy,view_take_admires}\`                                                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_admires","type":"table","schema":"public"}       | multiple_permissive_policies_public_take_admires_anon_SELECT                 |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_admires\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{take_admires_policy,view_take_admires}\`                                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_admires","type":"table","schema":"public"}       | multiple_permissive_policies_public_take_admires_authenticated_SELECT        |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_admires\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{take_admires_policy,view_take_admires}\`                                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_admires","type":"table","schema":"public"}       | multiple_permissive_policies_public_take_admires_authenticator_SELECT        |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_admires\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{take_admires_policy,view_take_admires}\`                                                                                                                                                                                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_admires","type":"table","schema":"public"}       | multiple_permissive_policies_public_take_admires_dashboard_user_SELECT       |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_comment_likes\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Anyone can view comment likes",take_comment_likes_policy}\`                                                                                                                                                                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_comment_likes","type":"table","schema":"public"} | multiple_permissive_policies_public_take_comment_likes_anon_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_comment_likes\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Anyone can view comment likes",take_comment_likes_policy}\`                                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_comment_likes","type":"table","schema":"public"} | multiple_permissive_policies_public_take_comment_likes_authenticated_SELECT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_comment_likes\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Anyone can view comment likes",take_comment_likes_policy}\`                                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_comment_likes","type":"table","schema":"public"} | multiple_permissive_policies_public_take_comment_likes_authenticator_SELECT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.take_comment_likes\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Anyone can view comment likes",take_comment_likes_policy}\`                                                                                                                                                                                                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"take_comment_likes","type":"table","schema":"public"} | multiple_permissive_policies_public_take_comment_likes_dashboard_user_SELECT |
